,Time,Date,Exchange,Symbol,Trade_Volume,Trade_Price,Sale_Condition,Source_of_Trade,Trade_Stop_Stock_Indicator,Trade_Correction_Indicator,Sequence_Number,Trade_Id,Trade_Reporting_Facility,Participant_Timestamp,Trade_Reporting_Facility_TRF_Timestamp,Trade_Through_Exempt_Indicator
883,2023-02-03 09:30:00.942342,2023-02-03,J,GOOG,22,103.55,@F I,N,,0,315059,142, ,93000942142000,,1
884,2023-02-03 09:30:01.066625,2023-02-03,J,GOOG,34,103.55,@  I,N,,0,315686,143, ,93001066421000,,0
885,2023-02-03 09:30:01.066631,2023-02-03,J,GOOG,51,103.56,@  I,N,,0,315687,144, ,93001066421000,,0
886,2023-02-03 09:30:01.066635,2023-02-03,J,GOOG,15,103.56,@  I,N,,0,315688,145, ,93001066421000,,0
430,2023-02-21 15:55:11.168898,2023-02-21,D,GOOG,204,92.1,@   ,N,,0,5759263,54925,Q,155511168000000,155511168874491.0,0
431,2023-02-21 15:55:11.169259,2023-02-21,D,GOOG,100,92.1,@   ,N,,0,5759265,54926,Q,155511169217198,155511169235434.0,0
432,2023-02-21 15:55:11.203267,2023-02-21,D,GOOG,4,92.1,@  I,N,,0,5759450,54927,Q,155511202565235,155511203245092.0,0
433,2023-02-21 15:55:11.219759,2023-02-21,D,GOOG,4,92.0952,@  I,N,,0,5759491,54928,Q,155511218719212,155511219731602.0,0
434,2023-02-21 15:55:11.224876,2023-02-21,D,GOOG,100,92.1,@   ,N,,0,5759524,54929,Q,155511168975000,155511224854945.0,0
435,2023-02-21 15:55:11.250888,2023-02-21,D,GOOG,100,92.0915,@   ,N,,0,5759577,14001,N,155511249037355,155511250550278.0,0
436,2023-02-21 15:55:11.268040,2023-02-21,D,GOOG,2,92.095,@  I,N,,0,5759599,54930,Q,155511266000000,155511268018739.0,0
437,2023-02-21 15:55:11.279013,2023-02-21,D,GOOG,1,92.13,@  I,N,,0,5759602,54931,Q,155510132000000,155511278991761.0,0
438,2023-02-21 15:55:11.284015,2023-02-21,D,GOOG,29,92.1,@  I,N,,0,5759607,54932,Q,155511168970000,155511283978979.0,0
439,2023-02-21 15:55:11.289110,2023-02-21,D,GOOG,11,92.1,@  I,N,,0,5759618,54933,Q,155511171802000,155511289086844.0,0
440,2023-02-21 15:55:11.290046,2023-02-21,D,GOOG,20,92.1,@  I,N,,0,5759623,54934,Q,155511171797000,155511290020770.0,0
441,2023-02-21 15:55:11.407244,2023-02-21,D,GOOG,1000,92.0915,@   ,N,,0,5759780,14002,N,155511249000000,155511406906747.0,0
442,2023-02-21 15:55:11.497894,2023-02-21,D,GOOG,200,92.095,@   ,N,,0,5760001,54935,Q,155511497541447,155511497870392.0,0
443,2023-02-21 15:55:11.504136,2023-02-21,D,GOOG,50,92.1196,@4 I,N,,0,5760084,54936,Q,155511499722845,155511504114677.0,1
444,2023-02-21 15:55:11.854349,2023-02-21,D,GOOG,1,92.08,@  I,N,,0,5760403,54937,Q,155511854005003,155511854316653.0,0
445,2023-02-21 15:55:11.868371,2023-02-21,D,GOOG,200,92.085,@   ,N,,0,5760406,54938,Q,155511867018000,155511868347249.0,0
446,2023-02-21 15:55:11.883102,2023-02-21,D,GOOG,200,92.085,@   ,N,,0,5760410,54939,Q,155511882815874,155511883080691.0,0
447,2023-02-21 15:55:12.038021,2023-02-21,D,GOOG,1,92.0891,@  I,N,,0,5760617,54940,Q,155512037562000,155512037996284.0,0
448,2023-02-21 15:55:12.315456,2023-02-21,D,GOOG,11,92.0821,@  I,N,,0,5760824,54941,Q,155512314409327,155512315434460.0,0
449,2023-02-21 15:55:12.394508,2023-02-21,D,GOOG,100,92.082,@   ,N,,0,5760865,14003,N,155512392307174,155512394170153.0,0
450,2023-02-21 15:55:12.766770,2023-02-21,D,GOOG,117,92.0801,@   ,N,,0,5761317,14004,N,155512765000000,155512766432404.0,0
451,2023-02-21 15:55:12.910142,2023-02-21,D,GOOG,1,92.0819,@  I,N,,0,5761381,14005,N,155512908000000,155512909803875.0,0
452,2023-02-21 15:55:12.929248,2023-02-21,D,GOOG,4,92.08,@  I,N,,0,5761393,54942,Q,155512927000000,155512929224083.0,0
453,2023-02-21 15:55:13.090789,2023-02-21,D,GOOG,75,92.0801,@  I,N,,0,5761490,54943,Q,155513089000000,155513090763516.0,0
454,2023-02-21 15:55:13.097148,2023-02-21,D,GOOG,100,92.09,@   ,N,,0,5761493,54944,Q,155513096558839,155513097118077.0,0
455,2023-02-21 15:55:13.097410,2023-02-21,D,GOOG,10,92.09,@  I,N,,0,5761494,54945,Q,155513096558839,155513097388389.0,0
456,2023-02-21 15:55:13.105677,2023-02-21,D,GOOG,46,92.08,@  I,N,,0,5761511,54946,Q,155513102174000,155513105653972.0,0
217,2023-02-23 10:55:13.375027,2023-02-23,Q,GOOG,100,90.64,@F  ,N,,0,1792662,21515, ,105513375011561,,1
218,2023-02-23 10:55:18.209853,2023-02-23,Q,GOOG,100,90.62,@F  ,N,,0,1793850,21516, ,105518209833940,,1
219,2023-02-23 10:55:18.209856,2023-02-23,Q,GOOG,100,90.62,@F  ,N,,0,1793852,21517, ,105518209833940,,1
220,2023-02-23 10:55:18.209858,2023-02-23,Q,GOOG,20,90.62,@F I,N,,0,1793853,21518, ,105518209833940,,1
221,2023-02-23 10:55:18.209861,2023-02-23,Q,GOOG,80,90.62,@F I,N,,0,1793854,21519, ,105518209833940,,1
222,2023-02-23 10:55:18.209936,2023-02-23,Q,GOOG,20,90.62,@F I,N,,0,1793855,21520, ,105518209917987,,1
223,2023-02-23 10:55:18.209951,2023-02-23,Q,GOOG,177,90.62,@F  ,N,,0,1793856,21521, ,105518209930094,,1
224,2023-02-23 10:55:25.054000,2023-02-23,Q,GOOG,100,90.62,@F  ,N,,0,1795015,21522, ,105525053981291,,1
225,2023-02-23 10:55:25.054002,2023-02-23,Q,GOOG,121,90.62,@F  ,N,,0,1795016,21523, ,105525053981291,,1
226,2023-02-23 10:55:25.054032,2023-02-23,Q,GOOG,79,90.62,@F I,N,,0,1795018,21524, ,105525054015067,,1
227,2023-02-23 10:55:25.054035,2023-02-23,Q,GOOG,21,90.62,@F I,N,,0,1795019,21525, ,105525054015067,,1
228,2023-02-23 10:55:27.254782,2023-02-23,Q,GOOG,100,90.62,@   ,N,,0,1795679,21526, ,105527254761287,,0
229,2023-02-23 10:55:27.254784,2023-02-23,Q,GOOG,100,90.62,@   ,N,,0,1795680,21527, ,105527254761287,,0
230,2023-02-23 10:55:27.649810,2023-02-23,Q,GOOG,100,90.62,@   ,N,,0,1795743,21528, ,105527649794643,,0
231,2023-02-23 10:55:27.650127,2023-02-23,Q,GOOG,100,90.62,@   ,N,,0,1795744,21529, ,105527650112055,,0
232,2023-02-23 10:55:27.651677,2023-02-23,Q,GOOG,29,90.62,@F I,N,,0,1795747,21530, ,105527651658570,,1
233,2023-02-23 10:55:27.651685,2023-02-23,Q,GOOG,71,90.62,@F I,N,,0,1795749,21531, ,105527651664136,,1
234,2023-02-23 10:55:29.144606,2023-02-23,Q,GOOG,39,90.61,@F I,N,,0,1796144,21532, ,105529144584488,,1
235,2023-02-23 10:55:29.144609,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796145,21533, ,105529144584488,,1
236,2023-02-23 10:55:29.144612,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796146,21534, ,105529144584488,,1
237,2023-02-23 10:55:29.145715,2023-02-23,Q,GOOG,200,90.61,@F  ,N,,0,1796268,21535, ,105529145689516,,1
238,2023-02-23 10:55:29.145717,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796269,21536, ,105529145689516,,1
239,2023-02-23 10:55:29.145740,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796275,21537, ,105529145710836,,1
240,2023-02-23 10:55:29.145906,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796287,21538, ,105529145878510,,1
241,2023-02-23 10:55:29.145946,2023-02-23,Q,GOOG,8,90.61,@F I,N,,0,1796288,21539, ,105529145923143,,1
242,2023-02-23 10:55:29.146111,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796293,21540, ,105529146086949,,1
243,2023-02-23 10:55:29.146455,2023-02-23,Q,GOOG,100,90.61,@F  ,N,,0,1796299,21541, ,105529146430831,,1
244,2023-02-23 10:55:29.834786,2023-02-23,Q,GOOG,2,90.62,@F I,N,,0,1796440,21542, ,105529834768771,,1
245,2023-02-23 10:55:29.834788,2023-02-23,Q,GOOG,100,90.62,@F  ,N,,0,1796441,21543, ,105529834768771,,1
246,2023-02-23 10:55:32.058279,2023-02-23,Q,GOOG,8,90.62,@  I,N,,0,1797747,21544, ,105532058257480,,0
247,2023-02-23 10:55:32.058282,2023-02-23,Q,GOOG,100,90.62,@   ,N,,0,1797748,21545, ,105532058257480,,0
248,2023-02-23 10:55:35.133612,2023-02-23,Q,GOOG,299,90.63,@F  ,N,,0,1798406,21546, ,105535133596813,,1
249,2023-02-23 10:55:35.133640,2023-02-23,Q,GOOG,401,90.63,@F  ,N,,0,1798407,21547, ,105535133624181,,1
250,2023-02-23 10:55:35.133642,2023-02-23,Q,GOOG,100,90.63,@F  ,N,,0,1798408,21548, ,105535133624181,,1
251,2023-02-23 10:55:35.133645,2023-02-23,Q,GOOG,7,90.63,@F I,N,,0,1798409,21549, ,105535133624181,,1
252,2023-02-23 10:55:35.133649,2023-02-23,Q,GOOG,100,90.63,@F  ,N,,0,1798410,21550, ,105535133626012,,1
253,2023-02-23 10:55:35.137779,2023-02-23,Q,GOOG,80,90.635,@  I,N,,0,1798443,21551, ,105535137764253,,0
254,2023-02-23 10:55:37.245362,2023-02-23,Q,GOOG,85,90.64,@  I,N,,0,1798822,21552, ,105537245346638,,0
255,2023-02-23 10:55:37.245555,2023-02-23,Q,GOOG,15,90.64,@  I,N,,0,1798823,21553, ,105537245539323,,0
256,2023-02-23 10:55:39.440834,2023-02-23,Q,GOOG,100,90.65,@   ,N,,0,1799246,21554, ,105539440817096,,0
257,2023-02-23 10:55:39.440968,2023-02-23,Q,GOOG,100,90.65,@   ,N,,0,1799247,21555, ,105539440953952,,0
258,2023-02-23 10:55:39.543703,2023-02-23,Q,GOOG,100,90.65,@F  ,N,,0,1799284,21556, ,105539543684482,,1
259,2023-02-23 10:55:39.543704,2023-02-23,Q,GOOG,100,90.65,@F  ,N,,0,1799285,21557, ,105539543684482,,1
905,2023-02-23 10:55:41.543664,2023-02-23,Q,GOOG,100,90.65,@   ,N,,0,1799553,21558, ,105541543644921,,0
906,2023-02-23 10:55:42.746154,2023-02-23,Q,GOOG,79,90.66,@  I,N,,0,1799711,21559, ,105542746139684,,0
907,2023-02-23 10:55:43.617320,2023-02-23,Q,GOOG,100,90.66,@F  ,N,,0,1799890,21560, ,105543617303786,,1
908,2023-02-23 10:55:43.617322,2023-02-23,Q,GOOG,100,90.66,@F  ,N,,0,1799891,21561, ,105543617303786,,1
909,2023-02-23 10:55:43.617325,2023-02-23,Q,GOOG,26,90.66,@F I,N,,0,1799892,21562, ,105543617303786,,1
910,2023-02-23 10:55:43.618180,2023-02-23,Q,GOOG,100,90.66,@F  ,N,,0,1799903,21563, ,105543618164427,,1
911,2023-02-23 10:55:43.618185,2023-02-23,Q,GOOG,7,90.66,@F I,N,,0,1799904,21564, ,105543618164427,,1
912,2023-02-23 10:55:46.073223,2023-02-23,Q,GOOG,7,90.66,@F I,N,,0,1800228,21565, ,105546073203870,,1
